Node,Username,Start Time,Duration,Service,Active,Auth,Real Ip,Vpn Ip,Proto,Port,Bytes Total,Error
openvpn-server,Laura.P,2022.07.02 12:13:54 EDT,3509,VPN,0,1,172.29.92.62,10.128.20.82,UDP,1194,309349931,
openvpn-server,Judy.C,2022.07.02 12:41:13 EDT,16490,VPN,0,1,172.30.229.247,10.128.20.5,UDP,1194,1887527850,
openvpn-server,James.W,2022.07.02 13:19:27 EDT,,VPN,0,0,172.17.172.67,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Laura.P,2022.07.02 13:51:52 EDT,1608,VPN,0,1,172.28.159.105,10.128.20.172,UDP,1194,144427344,
openvpn-server,Raymond.C,2022.07.02 14:10:09 EDT,4863,VPN,0,1,172.31.51.20,10.128.20.55,UDP,1194,531277887,
openvpn-server,Ann.S,2022.07.02 14:32:19 EDT,13792,VPN,0,1,172.30.163.11,10.128.20.116,UDP,1194,3618193280,
openvpn-server,Michael.H,2022.07.02 14:57:22 EDT,5288,VPN,0,1,172.19.145.238,10.128.20.138,UDP,1194,1340407528,
openvpn-server,Mason.K,2022.07.02 15:15:02 EDT,6628,VPN,0,1,172.24.90.236,10.128.20.156,UDP,1194,1504483092,
openvpn-server,Jeremy.L,2022.07.02 15:31:03 EDT,1310,VPN,0,1,172.23.211.218,10.128.20.254,UDP,1194,257674380,
openvpn-server,Martha.B,2022.07.02 15:48:59 EDT,,VPN,0,0,172.22.24.210,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Douglas.G,2022.07.02 16:14:40 EDT,842,VPN,0,1,172.27.65.43,10.128.20.241,UDP,1194,219746002,
openvpn-server,Henry.T,2022.07.02 16:51:31 EDT,5540,VPN,0,1,172.18.136.161,10.128.20.198,UDP,1194,748459540,
openvpn-server,Brian.J,2022.07.02 17:25:03 EDT,,VPN,0,0,172.26.8.15,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Douglas.G,2022.07.02 17:53:44 EDT,,VPN,0,0,172.29.58.143,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Brian.J,2022.07.02 18:11:59 EDT,6385,VPN,0,1,172.30.148.144,10.128.20.209,UDP,1194,940478575,
